primaryTitle,Genres,TotalGross,Year,Distributor,Release Month,CPI,Gas,Unemploy,Per Savings
Love Happens,Drama,"$22,965,110 ",2009,Universal Pictures,9/1/2009,215.861,2.55,9.8,5.6
Love Happens,Romance,"$22,965,110 ",2009,Universal Pictures,9/1/2009,215.861,2.55,9.8,5.6
Lovely & Amazing,Comedy,"$4,222,923 ",2002,Lionsgate,6/1/2002,179.6,1.14,5.8,6.2
Lovely & Amazing,Drama,"$4,222,923 ",2002,Lionsgate,6/1/2002,179.6,1.14,5.8,6.2
Lucky Number Slevin,Crime,"$22,495,466 ",2006,-,4/1/2006,200.7,2.53,4.7,3.8
Lucky Number Slevin,Drama,"$22,495,466 ",2006,-,4/1/2006,200.7,2.53,4.7,3.8
Lucky You,Drama,"$5,758,950 ",2007,Warner Bros.,5/1/2007,206.755,2.57,4.4,3.6
Lucky You,Romance,"$5,758,950 ",2007,Warner Bros.,5/1/2007,206.755,2.57,4.4,3.6
Luther,Biography,"$5,791,328 ",2003,R.S. Entertainment,9/1/2003,185.1,1.28,6.1,5.1
Luther,Drama,"$5,791,328 ",2003,R.S. Entertainment,9/1/2003,185.1,1.28,6.1,5.1
Mad Hot Ballroom,Documentary,"$8,117,961 ",2005,Paramount Classics,5/1/2005,193.6,2.04,5.1,3.2
Mad Hot Ballroom,Family,"$8,117,961 ",2005,Paramount Classics,5/1/2005,193.6,2.04,5.1,3.2
Mad Money,Comedy,"$20,668,843 ",2008,Overture Films,1/1/2008,212.174,3.34,5,3.2
Mad Money,Crime,"$20,668,843 ",2008,Overture Films,1/1/2008,212.174,3.34,5,3.2
Madagascar,Adventure,"$193,595,521 ",2005,DreamWorks Distribution,5/1/2005,193.6,2.04,5.1,3.2
Madagascar,Comedy,"$193,595,521 ",2005,DreamWorks Distribution,5/1/2005,193.6,2.04,5.1,3.2
Madagascar,Animation,"$193,595,521 ",2005,DreamWorks Distribution,5/1/2005,193.6,2.04,5.1,3.2
Madagascar: Escape 2 Africa,Adventure,"$180,010,950 ",2008,DreamWorks,11/1/2008,213.153,3,6.8,6.3
Madagascar: Escape 2 Africa,Comedy,"$180,010,950 ",2008,DreamWorks,11/1/2008,213.153,3,6.8,6.3
Madagascar: Escape 2 Africa,Animation,"$180,010,950 ",2008,DreamWorks,11/1/2008,213.153,3,6.8,6.3
Made,Comedy,"$5,313,300 ",2001,Artisan Entertainment,7/1/2001,177.4,1.26,4.6,5.6
Made,Crime,"$5,313,300 ",2001,Artisan Entertainment,7/1/2001,177.4,1.26,4.6,5.6
Made of Honor,Comedy,"$46,012,734 ",2008,Sony Pictures Entertainment (SPE),5/1/2008,215.208,4.19,5.4,7.3
Made of Honor,Romance,"$46,012,734 ",2008,Sony Pictures Entertainment (SPE),5/1/2008,215.208,4.19,5.4,7.3
Madea Goes to Jail,Comedy,"$90,508,336 ",2009,Lionsgate,2/1/2009,212.705,2.45,8.3,5.6
Madea Goes to Jail,Drama,"$90,508,336 ",2009,Lionsgate,2/1/2009,212.705,2.45,8.3,5.6
Madea's Family Reunion,Comedy,"$63,257,940 ",2006,Lionsgate,2/1/2006,199.4,2.42,4.8,3.9
Madea's Family Reunion,Drama,"$63,257,940 ",2006,Lionsgate,2/1/2006,199.4,2.42,4.8,3.9
Magnificent Desolation: Walking on the Moon,Animation,"$34,137,524 ",2005,IMAX,9/1/2005,198.8,2.59,5,2.7
Magnificent Desolation: Walking on the Moon,Documentary,"$34,137,524 ",2005,IMAX,9/1/2005,198.8,2.59,5,2.7
Maid in Manhattan,Comedy,"$94,011,225 ",2002,Revolution Studios,12/1/2002,181.8,1.27,6,5.4
Maid in Manhattan,Drama,"$94,011,225 ",2002,Revolution Studios,12/1/2002,181.8,1.27,6,5.4
Malena,Short,"$3,448,233 ",2001,Miramax,12/1/2001,177.4,1.12,5.7,3.8
Malibu's Most Wanted,Comedy,"$34,432,201 ",2003,Warner Bros.,4/1/2003,183.2,1.49,6,5.1
Malibu's Most Wanted,Crime,"$34,432,201 ",2003,Warner Bros.,4/1/2003,183.2,1.49,6,5.1
Mambo Italiano,Comedy,"$3,047,296 ",2003,-,6/1/2003,183.1,1.31,6.3,5.3
Mambo Italiano,Drama,"$3,047,296 ",2003,-,6/1/2003,183.1,1.31,6.3,5.3
Mamma Mia!,Comedy,"$144,130,063 ",2008,Universal Pictures,7/1/2008,219.016,4.65,5.8,4
Mamma Mia!,Musical,"$144,130,063 ",2008,Universal Pictures,7/1/2008,219.016,4.65,5.8,4
Man of the House,Comedy,"$19,699,706 ",2005,Sony Pictures Entertainment (SPE),2/1/2005,192.4,1.96,5.4,2.9
Man of the House,Crime,"$19,699,706 ",2005,Sony Pictures Entertainment (SPE),2/1/2005,192.4,1.96,5.4,2.9
Man of the Year,Comedy,"$37,327,390 ",2006,Universal Pictures,10/1/2006,201.9,2.4,4.4,3.2
Man of the Year,Drama,"$37,327,390 ",2006,Universal Pictures,10/1/2006,201.9,2.4,4.4,3.2
Man on Fire,Action,"$77,911,774 ",2004,Twentieth Century Fox,4/1/2004,187.4,1.52,5.6,5.1
Man on Fire,Crime,"$77,911,774 ",2004,Twentieth Century Fox,4/1/2004,187.4,1.52,5.6,5.1
March of the Penguins,Documentary,"$77,437,223 ",2005,Warner Independent Pictures (WIP),6/1/2005,193.7,2.06,5,2.6
March of the Penguins,Family,"$77,437,223 ",2005,Warner Independent Pictures (WIP),6/1/2005,193.7,2.06,5,2.6
Maria Full of Grace,Crime,"$6,529,624 ",2004,Fine Line Features,7/1/2004,189.1,1.54,5.5,5
Maria Full of Grace,Drama,"$6,529,624 ",2004,Fine Line Features,7/1/2004,189.1,1.54,5.5,5
Marie Antoinette,Biography,"$15,962,471 ",2006,Sony Pictures Entertainment (SPE),10/1/2006,201.9,2.4,4.4,3.2
Marie Antoinette,Drama,"$15,962,471 ",2006,Sony Pictures Entertainment (SPE),10/1/2006,201.9,2.4,4.4,3.2
Marley & Me,Comedy,"$143,153,751 ",2008,Twentieth Century Fox,12/1/2008,211.398,2.64,7.3,6.2
Marley & Me,Drama,"$143,153,751 ",2008,Twentieth Century Fox,12/1/2008,211.398,2.64,7.3,6.2
Martian Child,Comedy,"$7,500,310 ",2007,New Line Cinema,11/1/2007,210.834,3.17,4.7,2.8
Martian Child,Drama,"$7,500,310 ",2007,New Line Cinema,11/1/2007,210.834,3.17,4.7,2.8
Martin Lawrence Live: Runteldat,Comedy,"$19,184,820 ",2002,Paramount Pictures,8/1/2002,180.5,1.14,5.7,5.4
Martin Lawrence Live: Runteldat,Documentary,"$19,184,820 ",2002,Paramount Pictures,8/1/2002,180.5,1.14,5.7,5.4
Master and Commander: The Far Side of the World,Action,"$93,927,920 ",2003,Twentieth Century Fox,11/1/2003,185,1.33,5.8,5.3
Master and Commander: The Far Side of the World,Drama,"$93,927,920 ",2003,Twentieth Century Fox,11/1/2003,185,1.33,5.8,5.3
Master and Commander: The Far Side of the World,Adventure,"$93,927,920 ",2003,Twentieth Century Fox,11/1/2003,185,1.33,5.8,5.3
Match Point,Drama,"$23,151,529 ",2006,DreamWorks Distribution,12/1/2006,203.1,2.46,4.4,3.5
Match Point,Romance,"$23,151,529 ",2006,DreamWorks Distribution,12/1/2006,203.1,2.46,4.4,3.5
Matchstick Men,Comedy,"$36,906,460 ",2003,Warner Bros.,9/1/2003,185.1,1.28,6.1,5.1
Matchstick Men,Crime,"$36,906,460 ",2003,Warner Bros.,9/1/2003,185.1,1.28,6.1,5.1
Material Girls,Comedy,"$11,449,638 ",2006,Metro-Goldwyn-Mayer (MGM),8/1/2006,203.8,2.65,4.7,3.3
Material Girls,Family,"$11,449,638 ",2006,Metro-Goldwyn-Mayer (MGM),8/1/2006,203.8,2.65,4.7,3.3
Max Keeble's Big Move,Comedy,"$17,294,293 ",2001,Walt Disney Studios Motion Pictures,10/1/2001,177.6,1.23,5.3,3.1
Max Keeble's Big Move,Crime,"$17,294,293 ",2001,Walt Disney Studios Motion Pictures,10/1/2001,177.6,1.23,5.3,3.1
Max Payne,Action,"$40,689,393 ",2008,Twentieth Century Fox,10/1/2008,216.995,3.54,6.5,5.2
Max Payne,Crime,"$40,689,393 ",2008,Twentieth Century Fox,10/1/2008,216.995,3.54,6.5,5.2
Me and You and Everyone We Know,Comedy,"$3,885,134 ",2005,IFC Films,6/1/2005,193.7,2.06,5,2.6
Me and You and Everyone We Know,Drama,"$3,885,134 ",2005,IFC Films,6/1/2005,193.7,2.06,5,2.6
Mean Girls,Comedy,"$86,058,055 ",2004,Paramount Pictures,4/1/2004,187.4,1.52,5.6,5.1
Meet Dave,Adventure,"$11,803,254 ",2008,Twentieth Century Fox,7/1/2008,219.016,4.65,5.8,4
Meet Dave,Family,"$11,803,254 ",2008,Twentieth Century Fox,7/1/2008,219.016,4.65,5.8,4
Meet Dave,Comedy,"$11,803,254 ",2008,Twentieth Century Fox,7/1/2008,219.016,4.65,5.8,4
Meet the Browns,Comedy,"$41,975,388 ",2008,Lionsgate,3/1/2008,213.448,3.7,5.1,3.4
Meet the Fockers,Comedy,"$279,261,160 ",2004,Universal Pictures,12/1/2004,191.7,1.9,5.4,6.6
Meet the Fockers,Romance,"$279,261,160 ",2004,Universal Pictures,12/1/2004,191.7,1.9,5.4,6.6
Meet the Parents,Comedy,"$166,244,045 ",2001,Universal Pictures,10/1/2001,177.6,1.23,5.3,3.1
Meet the Parents,Family,"$166,244,045 ",2001,Universal Pictures,10/1/2001,177.6,1.23,5.3,3.1
Meet the Robinsons,Adventure,"$97,822,171 ",2007,Walt Disney Studios Motion Pictures,3/1/2007,205.288,2.51,4.4,3.9
Meet the Robinsons,Comedy,"$97,822,171 ",2007,Walt Disney Studios Motion Pictures,3/1/2007,205.288,2.51,4.4,3.9
Meet the Robinsons,Animation,"$97,822,171 ",2007,Walt Disney Studios Motion Pictures,3/1/2007,205.288,2.51,4.4,3.9
Meet the Spartans,Comedy,"$38,233,676 ",2008,Twentieth Century Fox,1/1/2008,212.174,3.34,5,3.2
Meet the Spartans,Fantasy,"$38,233,676 ",2008,Twentieth Century Fox,1/1/2008,212.174,3.34,5,3.2
Megiddo: The Omega Code 2,Action,"$6,047,691 ",2001,8x Entertainment,9/1/2001,178.1,1.29,5,7
Megiddo: The Omega Code 2,Fantasy,"$6,047,691 ",2001,8x Entertainment,9/1/2001,178.1,1.29,5,7
Megiddo: The Omega Code 2,Adventure,"$6,047,691 ",2001,8x Entertainment,9/1/2001,178.1,1.29,5,7
Melinda and Melinda,Comedy,"$3,826,280 ",2005,Fox Searchlight Pictures,3/1/2005,193.1,2.08,5.2,3.1
Melinda and Melinda,Drama,"$3,826,280 ",2005,Fox Searchlight Pictures,3/1/2005,193.1,2.08,5.2,3.1
Memento,Documentary,"$25,544,867 ",2001,Newmarket Films,3/1/2001,176.1,1.39,4.3,5.3
Memoirs of a Geisha,Drama,"$57,490,508 ",2005,Sony Pictures Entertainment (SPE),12/1/2005,198.1,2.41,4.9,3.1
Memoirs of a Geisha,Romance,"$57,490,508 ",2005,Sony Pictures Entertainment (SPE),12/1/2005,198.1,2.41,4.9,3.1
Men in Black II,Action,"$190,418,803 ",2002,Sony Pictures Entertainment (SPE),7/1/2002,180,1.13,5.8,5.4
Men in Black II,Comedy,"$190,418,803 ",2002,Sony Pictures Entertainment (SPE),7/1/2002,180,1.13,5.8,5.4
Men in Black II,Adventure,"$190,418,803 ",2002,Sony Pictures Entertainment (SPE),7/1/2002,180,1.13,5.8,5.4
Men with Brooms,Comedy,"$4,245,870 ",2002,Artisan Entertainment,3/1/2002,178.5,1.12,5.7,5.6
Men with Brooms,Drama,"$4,245,870 ",2002,Artisan Entertainment,3/1/2002,178.5,1.12,5.7,5.6
Miami Vice,Biography,"$63,450,470 ",2006,Universal Pictures,7/1/2006,202.9,2.6,4.7,3.1
Miami Vice,Documentary,"$63,450,470 ",2006,Universal Pictures,7/1/2006,202.9,2.6,4.7,3.1
Michael Clayton,Crime,"$49,033,882 ",2007,Warner Bros.,10/1/2007,209.19,2.81,4.7,3
Michael Clayton,Drama,"$49,033,882 ",2007,Warner Bros.,10/1/2007,209.19,2.81,4.7,3
Milk,Comedy,"$31,841,299 ",2008,Focus Features,11/1/2008,213.153,3,6.8,6.3
Milk,Short,"$31,841,299 ",2008,Focus Features,11/1/2008,213.153,3,6.8,6.3
Million Dollar Baby,Drama,"$100,492,203 ",2005,Warner Bros.,12/1/2005,198.1,2.41,4.9,3.1
Million Dollar Baby,Sport,"$100,492,203 ",2005,Warner Bros.,12/1/2005,198.1,2.41,4.9,3.1
Millions,Comedy,"$6,584,159 ",2005,Fox Searchlight Pictures,3/1/2005,193.1,2.08,5.2,3.1
Millions,Crime,"$6,584,159 ",2005,Fox Searchlight Pictures,3/1/2005,193.1,2.08,5.2,3.1
Mindhunters,Crime,"$4,480,744 ",2005,Dimension Films,5/1/2005,193.6,2.04,5.1,3.2
Mindhunters,Horror,"$4,480,744 ",2005,Dimension Films,5/1/2005,193.6,2.04,5.1,3.2
Minority Report,Action,"$132,072,926 ",2002,Twentieth Century Fox,6/1/2002,179.6,1.14,5.8,6.2
Minority Report,Crime,"$132,072,926 ",2002,Twentieth Century Fox,6/1/2002,179.6,1.14,5.8,6.2
Miracle,Biography,"$64,378,093 ",2004,Walt Disney Studios Motion Pictures,2/1/2004,186.7,1.56,5.6,4.9
Miracle,Drama,"$64,378,093 ",2004,Walt Disney Studios Motion Pictures,2/1/2004,186.7,1.56,5.6,4.9
Miracle at St. Anna,Action,"$7,919,117 ",2008,Walt Disney Studios Motion Pictures,9/1/2008,218.877,3.95,6.1,4.3
Miracle at St. Anna,Drama,"$7,919,117 ",2008,Walt Disney Studios Motion Pictures,9/1/2008,218.877,3.95,6.1,4.3
Mirrors,Horror,"$30,691,439 ",2008,Twentieth Century Fox,8/1/2008,218.69,4.22,6.1,3.5
Mirrors,Mystery,"$30,691,439 ",2008,Twentieth Century Fox,8/1/2008,218.69,4.22,6.1,3.5
Miss Congeniality 2: Armed & Fabulous,Action,"$48,478,006 ",2005,Warner Bros.,3/1/2005,193.1,2.08,5.2,3.1
Miss Congeniality 2: Armed & Fabulous,Crime,"$48,478,006 ",2005,Warner Bros.,3/1/2005,193.1,2.08,5.2,3.1
Miss Congeniality 2: Armed & Fabulous,Comedy,"$48,478,006 ",2005,Warner Bros.,3/1/2005,193.1,2.08,5.2,3.1
Miss March,Comedy,"$4,543,320 ",2009,Fox Searchlight Pictures,3/1/2009,212.495,2.32,8.7,5.9
Miss March,Romance,"$4,543,320 ",2009,Fox Searchlight Pictures,3/1/2009,212.495,2.32,8.7,5.9
Miss Pettigrew Lives for a Day,Comedy,"$12,313,694 ",2008,Focus Features,3/1/2008,213.448,3.7,5.1,3.4
Miss Pettigrew Lives for a Day,Romance,"$12,313,694 ",2008,Focus Features,3/1/2008,213.448,3.7,5.1,3.4
Mission: Impossible III,Action,"$134,029,801 ",2006,Paramount Pictures,5/1/2006,201.3,2.57,4.6,3.6
Mission: Impossible III,Thriller,"$134,029,801 ",2006,Paramount Pictures,5/1/2006,201.3,2.57,4.6,3.6
Mission: Impossible III,Adventure,"$134,029,801 ",2006,Paramount Pictures,5/1/2006,201.3,2.57,4.6,3.6
Mona Lisa Smile,Drama,"$63,860,942 ",2003,Revolution Studios,12/1/2003,185.5,1.36,5.7,5.2
Mongol: The Rise of Genghis Khan,Action,"$5,705,761 ",2008,Picturehouse,6/1/2008,217.463,4.59,5.6,5.1
Mongol: The Rise of Genghis Khan,Drama,"$5,705,761 ",2008,Picturehouse,6/1/2008,217.463,4.59,5.6,5.1
Mongol: The Rise of Genghis Khan,Biography,"$5,705,761 ",2008,Picturehouse,6/1/2008,217.463,4.59,5.6,5.1
Monkeybone,Animation,"$5,411,999 ",2001,Twentieth Century Fox,2/1/2001,176,1.46,4.2,5
Monkeybone,Fantasy,"$5,411,999 ",2001,Twentieth Century Fox,2/1/2001,176,1.46,4.2,5
Monkeybone,Comedy,"$5,411,999 ",2001,Twentieth Century Fox,2/1/2001,176,1.46,4.2,5
Monsoon Wedding,Comedy,"$13,885,966 ",2002,USA Films,2/1/2002,178,1.11,5.7,5.5
Monsoon Wedding,Drama,"$13,885,966 ",2002,USA Films,2/1/2002,178,1.11,5.7,5.5
Monster,Biography,"$34,469,210 ",2004,Newmarket Films,12/1/2004,191.7,1.9,5.4,6.6
Monster,Crime,"$34,469,210 ",2004,Newmarket Films,12/1/2004,191.7,1.9,5.4,6.6
Monster House,Reality-TV,"$73,661,010 ",2006,Sony Pictures Entertainment (SPE),7/1/2006,202.9,2.6,4.7,3.1
Monster-in-Law,Comedy,"$82,931,301 ",2005,New Line Cinema,5/1/2005,193.6,2.04,5.1,3.2
Monster-in-Law,Romance,"$82,931,301 ",2005,New Line Cinema,5/1/2005,193.6,2.04,5.1,3.2
Monster's Ball,Drama,"$31,273,922 ",2002,Lionsgate,12/1/2002,181.8,1.27,6,5.4
Monster's Ball,Romance,"$31,273,922 ",2002,Lionsgate,12/1/2002,181.8,1.27,6,5.4
Monsters vs. Aliens,Action,"$198,351,526 ",2009,DreamWorks,3/1/2009,212.495,2.32,8.7,5.9
Monsters vs. Aliens,Animation,"$198,351,526 ",2009,DreamWorks,3/1/2009,212.495,2.32,8.7,5.9
Monsters vs. Aliens,Adventure,"$198,351,526 ",2009,DreamWorks,3/1/2009,212.495,2.32,8.7,5.9
"Monsters, Inc.",Adventure,"$255,873,250 ",2001,Walt Disney Studios Motion Pictures,11/1/2001,177.5,1.19,5.5,3.5
"Monsters, Inc.",Comedy,"$255,873,250 ",2001,Walt Disney Studios Motion Pictures,11/1/2001,177.5,1.19,5.5,3.5
"Monsters, Inc.",Animation,"$255,873,250 ",2001,Walt Disney Studios Motion Pictures,11/1/2001,177.5,1.19,5.5,3.5
Moon,Family,"$5,010,163 ",2009,Sony Pictures Classics,6/1/2009,214.79,2.45,9.5,6.2
Moon,Fantasy,"$5,010,163 ",2009,Sony Pictures Classics,6/1/2009,214.79,2.45,9.5,6.2
Moonlight Mile,Drama,"$6,835,856 ",2002,Walt Disney Studios Motion Pictures,9/1/2002,180.8,1.17,5.7,5.9
Moonlight Mile,Romance,"$6,835,856 ",2002,Walt Disney Studios Motion Pictures,9/1/2002,180.8,1.17,5.7,5.9
Mostly Martha,Comedy,"$4,160,475 ",2002,Paramount Classics,8/1/2002,180.5,1.14,5.7,5.4
Mostly Martha,Drama,"$4,160,475 ",2002,Paramount Classics,8/1/2002,180.5,1.14,5.7,5.4
Moulin Rouge!,Drama,"$57,386,607 ",2001,Twentieth Century Fox,5/1/2001,177.3,1.34,4.3,4.5
Moulin Rouge!,Musical,"$57,386,607 ",2001,Twentieth Century Fox,5/1/2001,177.3,1.34,4.3,4.5
Mr. & Mrs. Smith,Action,"$186,336,279 ",2005,Twentieth Century Fox,6/1/2005,193.7,2.06,5,2.6
Mr. & Mrs. Smith,Crime,"$186,336,279 ",2005,Twentieth Century Fox,6/1/2005,193.7,2.06,5,2.6
Mr. & Mrs. Smith,Comedy,"$186,336,279 ",2005,Twentieth Century Fox,6/1/2005,193.7,2.06,5,2.6
Mr. 3000,Comedy,"$21,811,187 ",2004,Walt Disney Studios Motion Pictures,9/1/2004,189.8,1.67,5.4,4.4
Mr. 3000,Drama,"$21,811,187 ",2004,Walt Disney Studios Motion Pictures,9/1/2004,189.8,1.67,5.4,4.4
Mr. Bean's Holiday,Comedy,"$33,302,167 ",2007,Universal Pictures,8/1/2007,207.667,2.63,4.6,3.1
Mr. Bean's Holiday,Family,"$33,302,167 ",2007,Universal Pictures,8/1/2007,207.667,2.63,4.6,3.1
Mr. Brooks,Crime,"$28,549,298 ",2007,Metro-Goldwyn-Mayer (MGM),6/1/2007,207.234,2.56,4.6,3.5
Mr. Brooks,Drama,"$28,549,298 ",2007,Metro-Goldwyn-Mayer (MGM),6/1/2007,207.234,2.56,4.6,3.5
Mr. Deeds,Comedy,"$126,293,452 ",2002,Sony Pictures Entertainment (SPE),6/1/2002,179.6,1.14,5.8,6.2
Mr. Deeds,Romance,"$126,293,452 ",2002,Sony Pictures Entertainment (SPE),6/1/2002,179.6,1.14,5.8,6.2
Mr. Magorium's Wonder Emporium,Comedy,"$32,061,555 ",2007,Twentieth Century Fox,11/1/2007,210.834,3.17,4.7,2.8
Mr. Magorium's Wonder Emporium,Family,"$32,061,555 ",2007,Twentieth Century Fox,11/1/2007,210.834,3.17,4.7,2.8
Mr. Woodcock,Comedy,"$25,799,486 ",2007,New Line Cinema,9/1/2007,208.547,2.71,4.7,3.1
Mr. Woodcock,Romance,"$25,799,486 ",2007,New Line Cinema,9/1/2007,208.547,2.71,4.7,3.1
Mrs. Henderson Presents,Comedy,"$11,036,366 ",2006,The Weinstein Company,12/1/2006,203.1,2.46,4.4,3.5
Mrs. Henderson Presents,Drama,"$11,036,366 ",2006,The Weinstein Company,12/1/2006,203.1,2.46,4.4,3.5
Mulholland Drive,Drama,"$7,220,243 ",2001,Universal Pictures,10/1/2001,177.6,1.23,5.3,3.1
Mulholland Drive,Mystery,"$7,220,243 ",2001,Universal Pictures,10/1/2001,177.6,1.23,5.3,3.1
Munich,Action,"$47,403,685 ",2005,Universal Pictures,12/1/2005,198.1,2.41,4.9,3.1
Munich,Drama,"$47,403,685 ",2005,Universal Pictures,12/1/2005,198.1,2.41,4.9,3.1
Murder by Numbers,Crime,"$31,945,749 ",2002,Warner Bros.,4/1/2002,179.3,1.16,5.9,5.5
Murder by Numbers,Mystery,"$31,945,749 ",2002,Warner Bros.,4/1/2002,179.3,1.16,5.9,5.5
Music and Lyrics,Comedy,"$50,572,589 ",2007,Warner Bros.,2/1/2007,204.226,2.43,4.5,3.6
Music and Lyrics,Music,"$50,572,589 ",2007,Warner Bros.,2/1/2007,204.226,2.43,4.5,3.6
Must Love Dogs,Comedy,"$43,894,863 ",2005,Warner Bros.,7/1/2005,194.9,2.17,5,2.1
Must Love Dogs,Romance,"$43,894,863 ",2005,Warner Bros.,7/1/2005,194.9,2.17,5,2.1
My Baby's Daddy,Comedy,"$17,669,317 ",2004,Miramax,1/1/2004,186.3,1.51,5.7,4.9
My Best Friend's Girl,Comedy,"$19,219,250 ",2008,Lionsgate,9/1/2008,218.877,3.95,6.1,4.3
My Big Fat Greek Wedding,Comedy,"$241,438,208 ",2002,IFC Films,4/1/2002,179.3,1.16,5.9,5.5
My Big Fat Greek Wedding,Drama,"$241,438,208 ",2002,IFC Films,4/1/2002,179.3,1.16,5.9,5.5
My Bloody Valentine,Comedy,"$51,545,952 ",2009,Lionsgate,1/1/2009,211.933,2.51,7.8,6.2
My Bloody Valentine,Short,"$51,545,952 ",2009,Lionsgate,1/1/2009,211.933,2.51,7.8,6.2
My Boss's Daughter,Comedy,"$15,550,605 ",2003,Dimension Films,8/1/2003,184.5,1.28,6.1,5.9
My Boss's Daughter,Romance,"$15,550,605 ",2003,Dimension Films,8/1/2003,184.5,1.28,6.1,5.9
My Life in Ruins,Comedy,"$8,665,206 ",2009,Fox Searchlight Pictures,6/1/2009,214.79,2.45,9.5,6.2
My Life in Ruins,Romance,"$8,665,206 ",2009,Fox Searchlight Pictures,6/1/2009,214.79,2.45,9.5,6.2
My One and Only,Adventure,"$2,479,538 ",2009,Freestyle Releasing,8/1/2009,215.445,2.56,9.6,4.5
My One and Only,Comedy,"$2,479,538 ",2009,Freestyle Releasing,8/1/2009,215.445,2.56,9.6,4.5
My One and Only,Biography,"$2,479,538 ",2009,Freestyle Releasing,8/1/2009,215.445,2.56,9.6,4.5
My Sister's Keeper,Drama,"$49,200,230 ",2009,Warner Bros.,6/1/2009,214.79,2.45,9.5,6.2
My Super Ex-Girlfriend,Comedy,"$22,530,295 ",2006,Twentieth Century Fox,7/1/2006,202.9,2.6,4.7,3.1
My Super Ex-Girlfriend,Romance,"$22,530,295 ",2006,Twentieth Century Fox,7/1/2006,202.9,2.6,4.7,3.1
Mystic River,Crime,"$90,135,191 ",2003,Warner Bros.,10/1/2003,184.9,1.3,6,5.3
Mystic River,Drama,"$90,135,191 ",2003,Warner Bros.,10/1/2003,184.9,1.3,6,5.3
Nacho Libre,Comedy,"$80,197,993 ",2006,Paramount Pictures,6/1/2006,201.8,2.57,4.6,3.7
Nacho Libre,Family,"$80,197,993 ",2006,Paramount Pictures,6/1/2006,201.8,2.57,4.6,3.7
Nancy Drew,Adventure,"$25,612,520 ",2007,Warner Bros.,6/1/2007,207.234,2.56,4.6,3.5
Nancy Drew,Drama,"$25,612,520 ",2007,Warner Bros.,6/1/2007,207.234,2.56,4.6,3.5
Nancy Drew,Comedy,"$25,612,520 ",2007,Warner Bros.,6/1/2007,207.234,2.56,4.6,3.5
Nanny McPhee,Comedy,"$47,144,110 ",2006,Universal Pictures,1/1/2006,199.3,2.42,4.7,3.7
Nanny McPhee,Family,"$47,144,110 ",2006,Universal Pictures,1/1/2006,199.3,2.42,4.7,3.7
Napoleon Dynamite,Comedy,"$44,540,956 ",2004,Fox Searchlight Pictures,6/1/2004,188.9,1.54,5.6,5.6
Narc,Crime,"$10,465,659 ",2003,Paramount Pictures,12/1/2003,185.5,1.36,5.7,5.2
Narc,Drama,"$10,465,659 ",2003,Paramount Pictures,12/1/2003,185.5,1.36,5.7,5.2
NASCAR: The IMAX Experience,Documentary,"$21,583,831 ",2004,Warner Bros.,3/1/2004,187.1,1.54,5.8,4.7
NASCAR: The IMAX Experience,Sport,"$21,583,831 ",2004,Warner Bros.,3/1/2004,187.1,1.54,5.8,4.7
National Security,Action,"$36,381,186 ",2003,Sony Pictures Entertainment (SPE),1/1/2003,182.6,1.4,5.8,5.4
National Security,Crime,"$36,381,186 ",2003,Sony Pictures Entertainment (SPE),1/1/2003,182.6,1.4,5.8,5.4
National Security,Comedy,"$36,381,186 ",2003,Sony Pictures Entertainment (SPE),1/1/2003,182.6,1.4,5.8,5.4
National Treasure,Action,"$173,008,894 ",2004,Walt Disney Studios Motion Pictures,11/1/2004,191.7,1.96,5.4,3.8
National Treasure,Mystery,"$173,008,894 ",2004,Walt Disney Studios Motion Pictures,11/1/2004,191.7,1.96,5.4,3.8
National Treasure,Adventure,"$173,008,894 ",2004,Walt Disney Studios Motion Pictures,11/1/2004,191.7,1.96,5.4,3.8
National Treasure: Book of Secrets,Action,"$219,964,115 ",2007,Walt Disney Studios Motion Pictures,12/1/2007,211.445,3.25,5,3.2
National Treasure: Book of Secrets,Mystery,"$219,964,115 ",2007,Walt Disney Studios Motion Pictures,12/1/2007,211.445,3.25,5,3.2
National Treasure: Book of Secrets,Adventure,"$219,964,115 ",2007,Walt Disney Studios Motion Pictures,12/1/2007,211.445,3.25,5,3.2
Never Back Down,Action,"$24,850,922 ",2008,Summit Entertainment,3/1/2008,213.448,3.7,5.1,3.4
Never Back Down,Drama,"$24,850,922 ",2008,Summit Entertainment,3/1/2008,213.448,3.7,5.1,3.4
Never Die Alone,Action,"$5,645,298 ",2004,Fox Searchlight Pictures,3/1/2004,187.1,1.54,5.8,4.7
Never Die Alone,Crime,"$5,645,298 ",2004,Fox Searchlight Pictures,3/1/2004,187.1,1.54,5.8,4.7
New in Town,Comedy,"$16,734,283 ",2009,Lionsgate,1/1/2009,211.933,2.51,7.8,6.2
New in Town,Romance,"$16,734,283 ",2009,Lionsgate,1/1/2009,211.933,2.51,7.8,6.2
New York Minute,Comedy,"$14,071,441 ",2004,Warner Bros.,5/1/2004,188.2,1.53,5.6,5.1
New York Minute,Crime,"$14,071,441 ",2004,Warner Bros.,5/1/2004,188.2,1.53,5.6,5.1
Next,Comedy,"$18,211,013 ",2007,Paramount Pictures,4/1/2007,205.904,2.56,4.5,3.8
Next Day Air,Action,"$10,027,047 ",2009,Summit Entertainment,5/1/2009,213.022,2.34,9.4,7.9
