primaryTitle,Genres,TotalGross,Year,Distributor,Release Month,CPI,Gas,Unemploy,Per Savings
Cold Creek Manor,Drama,"$21,386,011 ",2003,Walt Disney Studios Motion Pictures,9/1/2003,185.1,1.28,6.1,5.1
Cold Creek Manor,Mystery,"$21,386,011 ",2003,Walt Disney Studios Motion Pictures,9/1/2003,185.1,1.28,6.1,5.1
Cold Mountain,Adventure,"$95,636,509 ",2003,Miramax,12/1/2003,185.5,1.36,5.7,5.2
Cold Mountain,Drama,"$95,636,509 ",2003,Miramax,12/1/2003,185.5,1.36,5.7,5.2
Collateral,Action,"$101,005,703 ",2004,DreamWorks Distribution,8/1/2004,189.2,1.61,5.4,5
Collateral,Crime,"$101,005,703 ",2004,DreamWorks Distribution,8/1/2004,189.2,1.61,5.4,5
Collateral Damage,Action,"$40,077,257 ",2002,Warner Bros.,2/1/2002,178,1.11,5.7,5.5
Collateral Damage,Drama,"$40,077,257 ",2002,Warner Bros.,2/1/2002,178,1.11,5.7,5.5
College,Comedy,"$4,694,636 ",2008,Metro-Goldwyn-Mayer (MGM),8/1/2008,218.69,4.22,6.1,3.5
College,Documentary,"$4,694,636 ",2008,Metro-Goldwyn-Mayer (MGM),8/1/2008,218.69,4.22,6.1,3.5
College Road Trip,Adventure,"$45,610,425 ",2008,Walt Disney Studios Motion Pictures,3/1/2008,213.448,3.7,5.1,3.4
College Road Trip,Drama,"$45,610,425 ",2008,Walt Disney Studios Motion Pictures,3/1/2008,213.448,3.7,5.1,3.4
College Road Trip,Comedy,"$45,610,425 ",2008,Walt Disney Studios Motion Pictures,3/1/2008,213.448,3.7,5.1,3.4
Confessions of a Dangerous Mind,Biography,"$16,007,718 ",2003,Miramax,12/1/2003,185.5,1.36,5.7,5.2
Confessions of a Dangerous Mind,Crime,"$16,007,718 ",2003,Miramax,12/1/2003,185.5,1.36,5.7,5.2
Confessions of a Dangerous Mind,Comedy,"$16,007,718 ",2003,Miramax,12/1/2003,185.5,1.36,5.7,5.2
Confessions of a Shopaholic,Comedy,"$44,277,350 ",2009,Walt Disney Studios Motion Pictures,2/1/2009,212.705,2.45,8.3,5.6
Confessions of a Shopaholic,Romance,"$44,277,350 ",2009,Walt Disney Studios Motion Pictures,2/1/2009,212.705,2.45,8.3,5.6
Confessions of a Teenage Drama Queen,Comedy,"$29,331,068 ",2004,Walt Disney Studios Motion Pictures,2/1/2004,186.7,1.56,5.6,4.9
Confessions of a Teenage Drama Queen,Family,"$29,331,068 ",2004,Walt Disney Studios Motion Pictures,2/1/2004,186.7,1.56,5.6,4.9
Confidence,Crime,"$12,251,640 ",2003,Lionsgate,4/1/2003,183.2,1.49,6,5.1
Confidence,Thriller,"$12,251,640 ",2003,Lionsgate,4/1/2003,183.2,1.49,6,5.1
Connie and Carla,Comedy,"$8,085,771 ",2004,Universal Pictures,4/1/2004,187.4,1.52,5.6,5.1
Connie and Carla,Crime,"$8,085,771 ",2004,Universal Pictures,4/1/2004,187.4,1.52,5.6,5.1
Constantine,Action,"$75,976,178 ",2005,Warner Bros.,2/1/2005,192.4,1.96,5.4,2.9
Constantine,Fantasy,"$75,976,178 ",2005,Warner Bros.,2/1/2005,192.4,1.96,5.4,2.9
Coraline,Animation,"$75,286,229 ",2009,Focus Features,2/1/2009,212.705,2.45,8.3,5.6
Coraline,Drama,"$75,286,229 ",2009,Focus Features,2/1/2009,212.705,2.45,8.3,5.6
Corky Romano,Comedy,"$23,980,304 ",2001,Walt Disney Studios Motion Pictures,10/1/2001,177.6,1.23,5.3,3.1
Corky Romano,Crime,"$23,980,304 ",2001,Walt Disney Studios Motion Pictures,10/1/2001,177.6,1.23,5.3,3.1
Corpse Bride,Animation,"$53,359,111 ",2005,Warner Bros.,9/1/2005,198.8,2.59,5,2.7
Corpse Bride,Drama,"$53,359,111 ",2005,Warner Bros.,9/1/2005,198.8,2.59,5,2.7
Couples Retreat,Comedy,"$109,204,945 ",2009,Universal Pictures,10/1/2009,216.509,2.6,10,5.2
Cradle 2 the Grave,Action,"$34,712,347 ",2003,Warner Bros.,2/1/2003,183.6,1.64,5.9,5.3
Cradle 2 the Grave,Crime,"$34,712,347 ",2003,Warner Bros.,2/1/2003,183.6,1.64,5.9,5.3
Crank,Action,"$27,838,408 ",2006,Lionsgate,9/1/2006,202.8,2.53,4.5,3.2
Crank,Crime,"$27,838,408 ",2006,Lionsgate,9/1/2006,202.8,2.53,4.5,3.2
Crank: High Voltage,Action,"$13,684,249 ",2009,Lionsgate,4/1/2009,212.709,2.35,9,6.6
Crank: High Voltage,Crime,"$13,684,249 ",2009,Lionsgate,4/1/2009,212.709,2.35,9,6.6
Crash,Crime,"$54,580,300 ",2005,Lionsgate,5/1/2005,193.6,2.04,5.1,3.2
Crash,Drama,"$54,580,300 ",2005,Lionsgate,5/1/2005,193.6,2.04,5.1,3.2
Crazy/Beautiful,Drama,"$16,937,988 ",2001,Walt Disney Studios Motion Pictures,6/1/2001,177.7,1.32,4.5,4.4
Crazy/Beautiful,Romance,"$16,937,988 ",2001,Walt Disney Studios Motion Pictures,6/1/2001,177.7,1.32,4.5,4.4
Crocodile Dundee in Los Angeles,Action,"$25,635,682 ",2001,Paramount Pictures,4/1/2001,176.4,1.37,4.4,5.1
Crocodile Dundee in Los Angeles,Comedy,"$25,635,682 ",2001,Paramount Pictures,4/1/2001,176.4,1.37,4.4,5.1
Crocodile Dundee in Los Angeles,Adventure,"$25,635,682 ",2001,Paramount Pictures,4/1/2001,176.4,1.37,4.4,5.1
Crossover,\N,"$7,009,668 ",2006,Sony Pictures Entertainment (SPE),9/1/2006,202.8,2.53,4.5,3.2
Crossroads,Drama,"$37,191,304 ",2002,Paramount Pictures,2/1/2002,178,1.11,5.7,5.5
"Crouching Tiger, Hidden Dragon",Action,"$128,078,872 ",2001,Sony Pictures Classics,12/1/2001,177.4,1.12,5.7,3.8
"Crouching Tiger, Hidden Dragon",Drama,"$128,078,872 ",2001,Sony Pictures Classics,12/1/2001,177.4,1.12,5.7,3.8
"Crouching Tiger, Hidden Dragon",Adventure,"$128,078,872 ",2001,Sony Pictures Classics,12/1/2001,177.4,1.12,5.7,3.8
Cry Wolf,Drama,"$10,047,674 ",2005,Rogue Pictures,9/1/2005,198.8,2.59,5,2.7
Cry Wolf,Horror,"$10,047,674 ",2005,Rogue Pictures,9/1/2005,198.8,2.59,5,2.7
Curious George,Adventure,"$58,360,760 ",2006,Universal Pictures,2/1/2006,199.4,2.42,4.8,3.9
Curious George,Comedy,"$58,360,760 ",2006,Universal Pictures,2/1/2006,199.4,2.42,4.8,3.9
Curious George,Animation,"$58,360,760 ",2006,Universal Pictures,2/1/2006,199.4,2.42,4.8,3.9
Cursed,Comedy,"$19,297,522 ",2005,Dimension Films,2/1/2005,192.4,1.96,5.4,2.9
Cursed,Horror,"$19,297,522 ",2005,Dimension Films,2/1/2005,192.4,1.96,5.4,2.9
Daddy Day Camp,Comedy,"$13,235,267 ",2007,Revolution Studios,8/1/2007,207.667,2.63,4.6,3.1
Daddy Day Camp,Family,"$13,235,267 ",2007,Revolution Studios,8/1/2007,207.667,2.63,4.6,3.1
Daddy Day Care,Comedy,"$104,297,061 ",2003,Revolution Studios,5/1/2003,182.9,1.37,6.1,5.5
Daddy Day Care,Family,"$104,297,061 ",2003,Revolution Studios,5/1/2003,182.9,1.37,6.1,5.5
Daddy's Little Girls,Drama,"$31,366,978 ",2007,Lionsgate,2/1/2007,204.226,2.43,4.5,3.6
Daddy's Little Girls,Romance,"$31,366,978 ",2007,Lionsgate,2/1/2007,204.226,2.43,4.5,3.6
Dan in Real Life,Comedy,"$47,642,963 ",2007,Walt Disney Studios Motion Pictures,10/1/2007,209.19,2.81,4.7,3
Dan in Real Life,Drama,"$47,642,963 ",2007,Walt Disney Studios Motion Pictures,10/1/2007,209.19,2.81,4.7,3
Dance Flick,Action,"$25,662,155 ",2009,Paramount Pictures,5/1/2009,213.022,2.34,9.4,7.9
Dance Flick,Music,"$25,662,155 ",2009,Paramount Pictures,5/1/2009,213.022,2.34,9.4,7.9
Dance Flick,Comedy,"$25,662,155 ",2009,Paramount Pictures,5/1/2009,213.022,2.34,9.4,7.9
Daredevil,Action,"$102,543,518 ",2003,Twentieth Century Fox,2/1/2003,183.6,1.64,5.9,5.3
Daredevil,Crime,"$102,543,518 ",2003,Twentieth Century Fox,2/1/2003,183.6,1.64,5.9,5.3
Dark Blue,Crime,"$9,250,301 ",2003,United Artists,2/1/2003,183.6,1.64,5.9,5.3
Dark Blue,Drama,"$9,250,301 ",2003,United Artists,2/1/2003,183.6,1.64,5.9,5.3
Dark Water,Crime,"$25,473,352 ",2005,Walt Disney Studios Motion Pictures,7/1/2005,194.9,2.17,5,2.1
Dark Water,Drama,"$25,473,352 ",2005,Walt Disney Studios Motion Pictures,7/1/2005,194.9,2.17,5,2.1
Darkness,Horror,"$22,163,442 ",2004,Dimension Films,12/1/2004,191.7,1.9,5.4,6.6
Darkness Falls,Fantasy,"$32,551,396 ",2003,Revolution Studios,1/1/2003,182.6,1.4,5.8,5.4
Darkness Falls,Horror,"$32,551,396 ",2003,Revolution Studios,1/1/2003,182.6,1.4,5.8,5.4
Date Movie,Comedy,"$48,548,426 ",2006,Twentieth Century Fox,2/1/2006,199.4,2.42,4.8,3.9
Date Movie,Romance,"$48,548,426 ",2006,Twentieth Century Fox,2/1/2006,199.4,2.42,4.8,3.9
Dave Chappelle's Block Party,Comedy,"$11,718,595 ",2006,Rogue Pictures,3/1/2006,199.7,2.43,4.7,4.1
Dave Chappelle's Block Party,Documentary,"$11,718,595 ",2006,Rogue Pictures,3/1/2006,199.7,2.43,4.7,4.1
Dawn of the Dead,Action,"$59,020,957 ",2004,Universal Pictures,3/1/2004,187.1,1.54,5.8,4.7
Dawn of the Dead,Horror,"$59,020,957 ",2004,Universal Pictures,3/1/2004,187.1,1.54,5.8,4.7
Dead Silence,Horror,"$16,809,076 ",2007,Universal Pictures,3/1/2007,205.288,2.51,4.4,3.9
Dead Silence,Mystery,"$16,809,076 ",2007,Universal Pictures,3/1/2007,205.288,2.51,4.4,3.9
Death at a Funeral,Comedy,"$8,580,428 ",2007,Metro-Goldwyn-Mayer (MGM),8/1/2007,207.667,2.63,4.6,3.1
Death Race,Action,"$36,316,032 ",2008,Universal Pictures,8/1/2008,218.69,4.22,6.1,3.5
Death Race,Sci-Fi,"$36,316,032 ",2008,Universal Pictures,8/1/2008,218.69,4.22,6.1,3.5
Death Sentence,Action,"$9,534,258 ",2007,Twentieth Century Fox,8/1/2007,207.667,2.63,4.6,3.1
Death Sentence,Crime,"$9,534,258 ",2007,Twentieth Century Fox,8/1/2007,207.667,2.63,4.6,3.1
Death Sentence,Adventure,"$9,534,258 ",2007,Twentieth Century Fox,8/1/2007,207.667,2.63,4.6,3.1
Death to Smoochy,Comedy,"$8,364,691 ",2002,Warner Bros.,3/1/2002,178.5,1.12,5.7,5.6
Death to Smoochy,Crime,"$8,364,691 ",2002,Warner Bros.,3/1/2002,178.5,1.12,5.7,5.6
Deception,Thriller,"$4,598,506 ",2008,Twentieth Century Fox,4/1/2008,213.942,3.88,5,2.9
Deck the Halls,Documentary,"$35,093,569 ",2006,Twentieth Century Fox,11/1/2006,202,2.38,4.5,3.6
Deck the Halls,Short,"$35,093,569 ",2006,Twentieth Century Fox,11/1/2006,202,2.38,4.5,3.6
Deep Sea,\N,"$46,412,757 ",2006,Warner Bros.,3/1/2006,199.7,2.43,4.7,4.1
Defiance,Western,"$28,644,813 ",2009,Paramount Vantage,12/1/2009,217.347,2.79,9.9,5.6
"Definitely, Maybe",Comedy,"$32,241,649 ",2008,Universal Pictures,2/1/2008,212.687,3.34,4.9,3.6
"Definitely, Maybe",Drama,"$32,241,649 ",2008,Universal Pictures,2/1/2008,212.687,3.34,4.9,3.6
Deja Vu,Action,"$64,038,616 ",2006,Walt Disney Studios Motion Pictures,11/1/2006,202,2.38,4.5,3.6
Deja Vu,Crime,"$64,038,616 ",2006,Walt Disney Studios Motion Pictures,11/1/2006,202,2.38,4.5,3.6
Deliver Us from Eva,Comedy,"$17,573,594 ",2003,Focus Features,2/1/2003,183.6,1.64,5.9,5.3
Deliver Us from Eva,Drama,"$17,573,594 ",2003,Focus Features,2/1/2003,183.6,1.64,5.9,5.3
De-Lovely,Biography,"$13,456,633 ",2004,United Artists,7/1/2004,189.1,1.54,5.5,5
De-Lovely,Drama,"$13,456,633 ",2004,United Artists,7/1/2004,189.1,1.54,5.5,5
Delta Farce,Action,"$8,130,530 ",2007,Lionsgate,5/1/2007,206.755,2.57,4.4,3.6
Delta Farce,Comedy,"$8,130,530 ",2007,Lionsgate,5/1/2007,206.755,2.57,4.4,3.6
Delta Farce,Adventure,"$8,130,530 ",2007,Lionsgate,5/1/2007,206.755,2.57,4.4,3.6
Derailed,Action,"$36,024,076 ",2005,The Weinstein Company,11/1/2005,198.1,2.46,5,3.2
Derailed,Thriller,"$36,024,076 ",2005,The Weinstein Company,11/1/2005,198.1,2.46,5,3.2
Deuce Bigalow: European Gigolo,Comedy,"$22,400,154 ",2005,Sony Pictures Entertainment (SPE),8/1/2005,196.1,2.28,4.9,2.6
Deuces Wild,Action,"$6,080,065 ",2002,Metro-Goldwyn-Mayer (MGM),5/1/2002,179.5,1.16,5.8,6.2
Deuces Wild,Drama,"$6,080,065 ",2002,Metro-Goldwyn-Mayer (MGM),5/1/2002,179.5,1.16,5.8,6.2
Diary of a Mad Black Woman,Comedy,"$50,633,099 ",2005,Lionsgate,2/1/2005,192.4,1.96,5.4,2.9
Diary of a Mad Black Woman,Drama,"$50,633,099 ",2005,Lionsgate,2/1/2005,192.4,1.96,5.4,2.9
Dickie Roberts: Former Child Star,Comedy,"$22,738,671 ",2003,Paramount Pictures,9/1/2003,185.1,1.28,6.1,5.1
Did You Hear About the Morgans?,Comedy,"$29,580,087 ",2009,Sony Pictures Entertainment (SPE),12/1/2009,217.347,2.79,9.9,5.6
Did You Hear About the Morgans?,Drama,"$29,580,087 ",2009,Sony Pictures Entertainment (SPE),12/1/2009,217.347,2.79,9.9,5.6
Die Another Day,Action,"$160,942,139 ",2002,Metro-Goldwyn-Mayer (MGM),11/1/2002,181.5,1.22,5.9,5.8
Die Another Day,Thriller,"$160,942,139 ",2002,Metro-Goldwyn-Mayer (MGM),11/1/2002,181.5,1.22,5.9,5.8
Die Another Day,Adventure,"$160,942,139 ",2002,Metro-Goldwyn-Mayer (MGM),11/1/2002,181.5,1.22,5.9,5.8
Dirty Dancing: Havana Nights,Drama,"$14,161,590 ",2004,Lionsgate,2/1/2004,186.7,1.56,5.6,4.9
Dirty Dancing: Havana Nights,Music,"$14,161,590 ",2004,Lionsgate,2/1/2004,186.7,1.56,5.6,4.9
Dirty Pretty Things,Crime,"$8,112,414 ",2003,Miramax,7/1/2003,183.7,1.28,6.2,6.1
Dirty Pretty Things,Drama,"$8,112,414 ",2003,Miramax,7/1/2003,183.7,1.28,6.2,6.1
Disaster Movie,Comedy,"$14,190,901 ",2008,Lionsgate,8/1/2008,218.69,4.22,6.1,3.5
Disaster Movie,Sci-Fi,"$14,190,901 ",2008,Lionsgate,8/1/2008,218.69,4.22,6.1,3.5
District 9,Action,"$115,646,235 ",2009,TriStar Pictures,8/1/2009,215.445,2.56,9.6,4.5
District 9,Sci-Fi,"$115,646,235 ",2009,TriStar Pictures,8/1/2009,215.445,2.56,9.6,4.5
Disturbia,Crime,"$80,209,692 ",2007,DreamWorks,4/1/2007,205.904,2.56,4.5,3.8
Disturbia,Drama,"$80,209,692 ",2007,DreamWorks,4/1/2007,205.904,2.56,4.5,3.8
Divine Secrets of the Ya-Ya Sisterhood,Drama,"$69,599,016 ",2002,Warner Bros.,6/1/2002,179.6,1.14,5.8,6.2
Dodgeball: A True Underdog Story,Comedy,"$114,326,736 ",2004,Twentieth Century Fox,6/1/2004,188.9,1.54,5.6,5.6
Dodgeball: A True Underdog Story,Sport,"$114,326,736 ",2004,Twentieth Century Fox,6/1/2004,188.9,1.54,5.6,5.6
Dolphins and Whales 3D: Tribes of the Ocean,Adventure,"$7,714,996 ",2008,3D Entertainment,2/1/2008,212.687,3.34,4.9,3.6
Dolphins and Whales 3D: Tribes of the Ocean,Documentary,"$7,714,996 ",2008,3D Entertainment,2/1/2008,212.687,3.34,4.9,3.6
Domestic Disturbance,Crime,"$45,246,095 ",2001,Paramount Pictures,11/1/2001,177.5,1.19,5.5,3.5
Domestic Disturbance,Thriller,"$45,246,095 ",2001,Paramount Pictures,11/1/2001,177.5,1.19,5.5,3.5
Domino,Action,"$10,169,202 ",2005,New Line Cinema,10/1/2005,199.1,2.63,5,2.9
Domino,Crime,"$10,169,202 ",2005,New Line Cinema,10/1/2005,199.1,2.63,5,2.9
Domino,Biography,"$10,169,202 ",2005,New Line Cinema,10/1/2005,199.1,2.63,5,2.9
Don't Say a Word,Drama,"$55,001,642 ",2001,Twentieth Century Fox,9/1/2001,178.1,1.29,5,7
Don't Say a Word,Mystery,"$55,001,642 ",2001,Twentieth Century Fox,9/1/2001,178.1,1.29,5,7
Doom,Action,"$28,212,337 ",2005,Universal Pictures,10/1/2005,199.1,2.63,5,2.9
Doom,Horror,"$28,212,337 ",2005,Universal Pictures,10/1/2005,199.1,2.63,5,2.9
Doomsday,Action,"$11,008,770 ",2008,Rogue Pictures,3/1/2008,213.448,3.7,5.1,3.4
Doomsday,Sci-Fi,"$11,008,770 ",2008,Rogue Pictures,3/1/2008,213.448,3.7,5.1,3.4
Double Take,Action,"$29,831,583 ",2001,Walt Disney Studios Motion Pictures,1/1/2001,175.6,1.51,4.2,4.9
Double Take,Crime,"$29,831,583 ",2001,Walt Disney Studios Motion Pictures,1/1/2001,175.6,1.51,4.2,4.9
Double Take,Comedy,"$29,831,583 ",2001,Walt Disney Studios Motion Pictures,1/1/2001,175.6,1.51,4.2,4.9
Doubt,Drama,"$33,446,470 ",2008,Miramax,12/1/2008,211.398,2.64,7.3,6.2
Dougal: American Edition,Adventure,"$7,438,000 ",2006,The Weinstein Company,2/1/2006,199.4,2.42,4.8,3.9
Dougal: American Edition,Comedy,"$7,438,000 ",2006,The Weinstein Company,2/1/2006,199.4,2.42,4.8,3.9
Dougal: American Edition,Animation,"$7,438,000 ",2006,The Weinstein Company,2/1/2006,199.4,2.42,4.8,3.9
Down to Earth,Comedy,"$64,186,502 ",2001,Paramount Pictures,2/1/2001,176,1.46,4.2,5
Down to Earth,Fantasy,"$64,186,502 ",2001,Paramount Pictures,2/1/2001,176,1.46,4.2,5
Down with Love,Comedy,"$20,305,251 ",2003,Twentieth Century Fox,5/1/2003,182.9,1.37,6.1,5.5
Down with Love,Romance,"$20,305,251 ",2003,Twentieth Century Fox,5/1/2003,182.9,1.37,6.1,5.5
Downfall,Biography,"$5,509,040 ",2005,Newmarket Films,2/1/2005,192.4,1.96,5.4,2.9
Downfall,Drama,"$5,509,040 ",2005,Newmarket Films,2/1/2005,192.4,1.96,5.4,2.9
Dr. Dolittle 2,Comedy,"$112,952,899 ",2001,Twentieth Century Fox,6/1/2001,177.7,1.32,4.5,4.4
Dr. Dolittle 2,Family,"$112,952,899 ",2001,Twentieth Century Fox,6/1/2001,177.7,1.32,4.5,4.4
Drag Me to Hell,Horror,"$42,100,625 ",2009,Universal Pictures,5/1/2009,213.022,2.34,9.4,7.9
Dragon Wars: D-War,Action,"$10,977,721 ",2007,Freestyle Releasing,9/1/2007,208.547,2.71,4.7,3.1
Dragon Wars: D-War,Drama,"$10,977,721 ",2007,Freestyle Releasing,9/1/2007,208.547,2.71,4.7,3.1
Dragonball Evolution,Action,"$9,362,785 ",2009,Twentieth Century Fox,4/1/2009,212.709,2.35,9,6.6
Dragonball Evolution,Fantasy,"$9,362,785 ",2009,Twentieth Century Fox,4/1/2009,212.709,2.35,9,6.6
Dragonball Evolution,Adventure,"$9,362,785 ",2009,Twentieth Century Fox,4/1/2009,212.709,2.35,9,6.6
Dragonfly,Drama,"$30,323,400 ",2002,Universal Pictures,2/1/2002,178,1.11,5.7,5.5
Dragonfly,Fantasy,"$30,323,400 ",2002,Universal Pictures,2/1/2002,178,1.11,5.7,5.5
Dreamcatcher,Drama,"$33,715,436 ",2003,Warner Bros.,3/1/2003,183.9,1.77,5.9,5
Dreamcatcher,Horror,"$33,715,436 ",2003,Warner Bros.,3/1/2003,183.9,1.77,5.9,5
Dreamer,Drama,"$32,751,093 ",2005,DreamWorks Distribution,10/1/2005,199.1,2.63,5,2.9
Dreamer,Family,"$32,751,093 ",2005,DreamWorks Distribution,10/1/2005,199.1,2.63,5,2.9
Dreamgirls,Drama,"$103,365,956 ",2006,DreamWorks,12/1/2006,203.1,2.46,4.4,3.5
Dreamgirls,Music,"$103,365,956 ",2006,DreamWorks,12/1/2006,203.1,2.46,4.4,3.5
Drillbit Taylor,Action,"$32,862,104 ",2008,Paramount Pictures,3/1/2008,213.448,3.7,5.1,3.4
Drillbit Taylor,Crime,"$32,862,104 ",2008,Paramount Pictures,3/1/2008,213.448,3.7,5.1,3.4
Drillbit Taylor,Comedy,"$32,862,104 ",2008,Paramount Pictures,3/1/2008,213.448,3.7,5.1,3.4
Driven,Action,"$32,720,065 ",2001,Warner Bros.,4/1/2001,176.4,1.37,4.4,5.1
Driven,Drama,"$32,720,065 ",2001,Warner Bros.,4/1/2001,176.4,1.37,4.4,5.1
Drumline,Comedy,"$56,399,184 ",2002,Twentieth Century Fox,12/1/2002,181.8,1.27,6,5.4
Drumline,Drama,"$56,399,184 ",2002,Twentieth Century Fox,12/1/2002,181.8,1.27,6,5.4
Dumb and Dumberer: When Harry Met Lloyd,Comedy,"$26,276,465 ",2003,New Line Cinema,6/1/2003,183.1,1.31,6.3,5.3
Duplex,Comedy,"$9,692,135 ",2003,Miramax,9/1/2003,185.1,1.28,6.1,5.1
Duplicity,Crime,"$40,572,825 ",2009,Universal Pictures,3/1/2009,212.495,2.32,8.7,5.9
Eagle Eye,Action,"$101,440,743 ",2008,DreamWorks,9/1/2008,218.877,3.95,6.1,4.3
Eagle Eye,Mystery,"$101,440,743 ",2008,DreamWorks,9/1/2008,218.877,3.95,6.1,4.3
Earth,Documentary,"$32,011,576 ",2009,Walt Disney Studios Motion Pictures,4/1/2009,212.709,2.35,9,6.6
Eastern Promises,Crime,"$17,266,000 ",2007,Focus Features,9/1/2007,208.547,2.71,4.7,3.1
Eastern Promises,Drama,"$17,266,000 ",2007,Focus Features,9/1/2007,208.547,2.71,4.7,3.1
Easy Virtue,Comedy,"$2,656,784 ",2009,Sony Pictures Classics,5/1/2009,213.022,2.34,9.4,7.9
Easy Virtue,Romance,"$2,656,784 ",2009,Sony Pictures Classics,5/1/2009,213.022,2.34,9.4,7.9
Eight Below,Adventure,"$81,612,565 ",2006,Walt Disney Studios Motion Pictures,2/1/2006,199.4,2.42,4.8,3.9
Eight Below,Drama,"$81,612,565 ",2006,Walt Disney Studios Motion Pictures,2/1/2006,199.4,2.42,4.8,3.9
Eight Crazy Nights,Animation,"$23,586,598 ",2002,Sony Pictures Entertainment (SPE),11/1/2002,181.5,1.22,5.9,5.8
Eight Crazy Nights,Musical,"$23,586,598 ",2002,Sony Pictures Entertainment (SPE),11/1/2002,181.5,1.22,5.9,5.8
Eight Crazy Nights,Comedy,"$23,586,598 ",2002,Sony Pictures Entertainment (SPE),11/1/2002,181.5,1.22,5.9,5.8
Eight Legged Freaks,Action,"$17,322,606 ",2002,Warner Bros.,7/1/2002,180,1.13,5.8,5.4
Eight Legged Freaks,Comedy,"$17,322,606 ",2002,Warner Bros.,7/1/2002,180,1.13,5.8,5.4
Eight Legged Freaks,Adventure,"$17,322,606 ",2002,Warner Bros.,7/1/2002,180,1.13,5.8,5.4
El cantante,Biography,"$7,556,712 ",2007,Picturehouse,8/1/2007,207.667,2.63,4.6,3.1
El cantante,Drama,"$7,556,712 ",2007,Picturehouse,8/1/2007,207.667,2.63,4.6,3.1
Elektra,Action,"$24,409,722 ",2005,Twentieth Century Fox,1/1/2005,191.6,1.86,5.3,3.2
Elektra,Crime,"$24,409,722 ",2005,Twentieth Century Fox,1/1/2005,191.6,1.86,5.3,3.2
Elektra,Adventure,"$24,409,722 ",2005,Twentieth Century Fox,1/1/2005,191.6,1.86,5.3,3.2
Elf,Adventure,"$173,398,518 ",2003,New Line Cinema,11/1/2003,185,1.33,5.8,5.3
Elf,Family,"$173,398,518 ",2003,New Line Cinema,11/1/2003,185,1.33,5.8,5.3
Elf,Comedy,"$173,398,518 ",2003,New Line Cinema,11/1/2003,185,1.33,5.8,5.3
Elizabeth: The Golden Age,Biography,"$16,383,509 ",2007,Universal Pictures,10/1/2007,209.19,2.81,4.7,3
Elizabeth: The Golden Age,Drama,"$16,383,509 ",2007,Universal Pictures,10/1/2007,209.19,2.81,4.7,3
Elizabethtown,Comedy,"$26,850,426 ",2005,Paramount Pictures,10/1/2005,199.1,2.63,5,2.9
Elizabethtown,Drama,"$26,850,426 ",2005,Paramount Pictures,10/1/2005,199.1,2.63,5,2.9
Ella Enchanted,Comedy,"$22,918,387 ",2004,Miramax,4/1/2004,187.4,1.52,5.6,5.1
Ella Enchanted,Family,"$22,918,387 ",2004,Miramax,4/1/2004,187.4,1.52,5.6,5.1
Empire,Crime,"$17,600,423 ",2002,Universal Pictures,12/1/2002,181.8,1.27,6,5.4
Empire,Drama,"$17,600,423 ",2002,Universal Pictures,12/1/2002,181.8,1.27,6,5.4
Employee of the Month,Comedy,"$28,444,855 ",2006,Lionsgate,10/1/2006,201.9,2.4,4.4,3.2
Employee of the Month,Drama,"$28,444,855 ",2006,Lionsgate,10/1/2006,201.9,2.4,4.4,3.2
Enchanted,Adventure,"$127,807,262 ",2007,Walt Disney Studios Motion Pictures,11/1/2007,210.834,3.17,4.7,2.8
Enchanted,Comedy,"$127,807,262 ",2007,Walt Disney Studios Motion Pictures,11/1/2007,210.834,3.17,4.7,2.8
Enchanted,Animation,"$127,807,262 ",2007,Walt Disney Studios Motion Pictures,11/1/2007,210.834,3.17,4.7,2.8
End of the Spear,Adventure,"$11,967,000 ",2006,Rocky Mountain Pictures,1/1/2006,199.3,2.42,4.7,3.7
End of the Spear,Drama,"$11,967,000 ",2006,Rocky Mountain Pictures,1/1/2006,199.3,2.42,4.7,3.7
End of the Spear,Biography,"$11,967,000 ",2006,Rocky Mountain Pictures,1/1/2006,199.3,2.42,4.7,3.7
Enemy at the Gates,Action,"$51,401,758 ",2001,Paramount Pictures,3/1/2001,176.1,1.39,4.3,5.3
Enemy at the Gates,Drama,"$51,401,758 ",2001,Paramount Pictures,3/1/2001,176.1,1.39,4.3,5.3
Enigma,Drama,"$4,301,582 ",2002,-,4/1/2002,179.3,1.16,5.9,5.5
Enigma,Mystery,"$4,301,582 ",2002,-,4/1/2002,179.3,1.16,5.9,5.5
Enough,Crime,"$40,007,742 ",2002,Sony Pictures Entertainment (SPE),5/1/2002,179.5,1.16,5.8,6.2
Enough,Drama,"$40,007,742 ",2002,Sony Pictures Entertainment (SPE),5/1/2002,179.5,1.16,5.8,6.2
Enron: The Smartest Guys in the Room,Documentary,"$4,071,700 ",2005,Magnolia Pictures,4/1/2005,193.7,2.12,5.2,2.7
Envy,Comedy,"$13,562,325 ",2004,DreamWorks Distribution,4/1/2004,187.4,1.52,5.6,5.1
Epic Movie,Adventure,"$39,739,367 ",2007,Twentieth Century Fox,1/1/2007,203.437,2.37,4.6,3.2
Epic Movie,Fantasy,"$39,739,367 ",2007,Twentieth Century Fox,1/1/2007,203.437,2.37,4.6,3.2
Epic Movie,Comedy,"$39,739,367 ",2007,Twentieth Century Fox,1/1/2007,203.437,2.37,4.6,3.2
Eragon,Action,"$75,030,163 ",2006,Twentieth Century Fox,12/1/2006,203.1,2.46,4.4,3.5
